id,neighbourhood_cleansed,latitude,longitude,room_type,price,review_scores_rating
37750995,Rowland Heights,33.98307,-117.89378,Private room,40.0,4.65
37752837,El Monte,34.05122,-118.0292,Private room,68.0,4.81
37755848,Irwindale,34.12152,-117.98922,Entire home/apt,89.0,4.92
37756486,Hollywood,34.09515,-118.34472,Entire home/apt,122.0,4.88
37764896,El Segundo,33.9214,-118.41925,Private room,78.0,5.0
37775303,Rosemead,34.09032,-118.08573,Entire home/apt,159.0,4.84
38073535,Unincorporated Santa Monica Mountains,34.0607,-118.74412,Entire home/apt,293.0,4.94
37969078,Bel-Air,34.09753,-118.4514,Entire home/apt,2300.0,5.0
37975534,Highland Park,34.11208,-118.20359,Entire home/apt,200.0,4.88
37989720,Altadena,34.17168,-118.10441,Private room,46.0,5.0
37991383,Venice,33.99676,-118.47014,Entire home/apt,192.0,4.99
37994673,Rowland Heights,33.97664,-117.9023,Private room,96.0,4.81
37995072,Hollywood Hills West,34.12028,-118.38796,Entire home/apt,1295.0,5.0
38074141,Winnetka,34.21488,-118.57556,Private room,95.0,4.79
38097237,Florence-Firestone,33.96519,-118.23413,Private room,76.0,4.9
38099952,Rowland Heights,33.97924,-117.88751,Private room,44.0,4.94
37775850,Fairfax,34.07698440551758,-118.35137939453124,Entire home/apt,758.0,4.95
38264834,Hacienda Heights,33.99769,-117.94591,Private room,43.0,4.8
38276828,Hermosa Beach,33.86802,-118.4029,Entire home/apt,175.0,4.76
38281288,Hacienda Heights,33.98169,-117.98173,Private room,48.0,4.9
37997555,Lynwood,33.93155,-118.21159,Hotel room,86.0,4.39
38000592,Hollywood,34.09741,-118.33239,Entire home/apt,150.0,4.77
38508549,Long Beach,33.76095,-118.14746,Private room,169.0,4.38
38103137,Hollywood Hills,34.12288,-118.34702,Entire home/apt,132.0,4.8
38319597,Venice,33.98155,-118.46497,Entire home/apt,980.0,4.88
38323526,Hollywood,34.10302,-118.34778,Entire home/apt,86.0,4.63
38324481,Hollywood,34.10121,-118.34761,Entire home/apt,87.0,4.83
38352204,Glendale,34.16559,-118.24112,Private room,75.0,5.0
38354864,Carthay,34.05714,-118.36979,Entire home/apt,248.0,4.98
38108671,Valley Village,34.16868,-118.39027,Entire home/apt,310.0,4.87
38508716,Long Beach,33.76072,-118.14584,Private room,205.0,4.3
38517706,Beverly Hills,34.06396,-118.40214,Entire home/apt,130.0,4.79
38518994,Lancaster,34.67165,-118.19089,Private room,37.0,4.94
38519186,Woodland Hills,34.18207,-118.62014,Entire home/apt,251.0,5.0
38519535,Lancaster,34.68162,-118.18196,Private room,35.0,5.0
38519905,Lancaster,34.69806,-118.18996,Private room,35.0,4.91
38520114,Lancaster,34.69629,-118.18792,Private room,35.0,4.98
38520274,Lancaster,34.69623,-118.18834,Private room,41.0,4.91
38520366,Lancaster,34.69606,-118.1885,Private room,35.0,4.99
38520444,Lancaster,34.69803,-118.1894,Private room,26.0,5.0
38521653,Inglewood,33.94896,-118.35869,Private room,75.0,4.82
38356980,Venice,33.99772,-118.45619,Entire home/apt,337.0,5.0
38362464,Pico-Union,34.04542,-118.29765,Entire home/apt,84.0,4.95
38382069,Long Beach,33.77235,-118.17482,Entire home/apt,78.0,4.67
38383086,Inglewood,33.95077,-118.35851,Private room,90.0,4.84
38128520,Hacienda Heights,34.00346,-117.95211,Private room,55.0,4.85
38128996,Long Beach,33.75636,-118.13811,Entire home/apt,155.0,4.78
38131853,Westchester,33.95891,-118.42231,Entire home/apt,125.0,4.98
38392795,San Dimas,34.10506,-117.81153,Private room,62.0,4.82
38405853,Baldwin Hills/Crenshaw,34.00608,-118.35011,Entire home/apt,76.0,4.87
38406732,Long Beach,33.7552,-118.13362,Entire home/apt,404.0,4.89
38407313,Long Beach,33.75566,-118.13137,Entire home/apt,333.0,4.88
38408015,Venice,33.99476,-118.46513,Entire home/apt,523.0,5.0
38417823,Palms,34.02741,-118.39652,Entire home/apt,110.0,5.0
38527334,Avalon,33.34376,-118.33161,Entire home/apt,128.0,4.89
38536241,Long Beach,33.75897,-118.14728,Private room,159.0,4.14
38549836,Bel-Air,34.08701,-118.46872,Entire home/apt,216.0,5.0
38564363,Long Beach,33.81675,-118.09479,Private room,85.0,4.96
38574966,Mid-Wilshire,34.06246,-118.36015,Entire home/apt,245.0,4.93
38575275,West Los Angeles,34.03783,-118.43369,Private room,45.0,5.0
38577872,Redondo Beach,33.83704,-118.38686,Private room,55.0,4.9
38581182,West Hollywood,34.09291,-118.34469,Entire home/apt,157.0,4.9
38582617,Studio City,34.15248,-118.38091,Entire home/apt,169.0,5.0
38433008,South Pasadena,34.11798,-118.15441,Entire home/apt,360.0,4.33
38434880,East San Gabriel,34.12166,-118.06761,Private room,121.0,4.8
38442706,Norwalk,33.90629,-118.09964,Entire home/apt,72.0,4.75
38458036,East San Gabriel,34.12072,-118.06971,Private room,79.0,4.57
38134429,Long Beach,33.76944,-118.1478,Entire home/apt,149.0,4.98
38137007,Monterey Park,34.0619,-118.11762,Entire home/apt,151.0,4.91
38146185,Inglewood,33.97307,-118.36514,Private room,162.0,4.76
38460206,Encino,34.17335,-118.51668,Entire home/apt,109.0,5.0
38460216,Encino,34.17362,-118.51731,Entire home/apt,109.0,5.0
38460244,Unincorporated Santa Monica Mountains,34.13212,-118.72855,Entire home/apt,109.0,5.0
38460321,Rosemead,34.06244,-118.09362,Entire home/apt,69.0,4.81
38460555,Torrance,33.83088,-118.33425,Private room,76.0,4.82
38462074,Manhattan Beach,33.87786,-118.40693,Entire home/apt,900.0,5.0
38462279,Glendale,34.16552,-118.2672,Entire home/apt,240.0,4.83
38600539,Willowbrook,33.92226,-118.280304,Entire home/apt,539.0,4.2
38602647,Culver City,34.01492,-118.39137,Entire home/apt,164.0,4.97
38606090,Glendale,34.12883,-118.25248,Entire home/apt,103.0,4.85
38606508,Glendale,34.12874,-118.25294,Entire home/apt,106.0,4.79
38606616,Glendale,34.12891,-118.25123,Entire home/apt,102.0,4.9
38606789,Monrovia,34.15088,-117.98528,Private room,46.0,4.57
38608700,Monterey Park,34.06833,-118.13348,Entire home/apt,205.0,4.94
38160162,Hollywood,34.10158,-118.33618,Entire home/apt,135.0,4.33
38478002,Sawtelle,34.050127,-118.458775,Entire home/apt,91.0,5.0
38483994,Hollywood,34.10281,-118.34755,Entire home/apt,79.0,4.68
38485723,Avalon,33.339554,-118.323181,Entire home/apt,232.0,4.89
38491105,Reseda,34.18751,-118.51953,Entire home/apt,290.0,4.72
38491706,Temple City,34.12031,-118.06764,Private room,55.0,4.48
38162012,Burbank,34.18177,-118.32594,Entire home/apt,217.0,4.86
38162540,Venice,33.98258,-118.46468,Entire home/apt,170.0,4.96
38168581,Downtown,34.05386,-118.24977,Entire home/apt,345.0,4.5
38171086,Sawtelle,34.050127,-118.458775,Entire home/apt,177.0,3.0
38186953,Hollywood Hills,34.12028,-118.3221,Entire home/apt,166.0,4.77
38494424,East San Gabriel,34.12186,-118.0693,Private room,54.0,4.65
38494821,Lynwood,33.93081,-118.21226,Hotel room,86.0,4.35
38495310,Valley Glen,34.18175,-118.4004,Entire home/apt,65.0,4.78
38723802,Sun Valley,34.21539,-118.35715,Entire home/apt,174.0,5.0
38729710,Highland Park,34.11652,-118.20768,Private room,68.0,4.33
38733869,Del Aire,33.92381,-118.37391,Entire home/apt,108.0,4.88
38734273,Beverly Crest,34.10884,-118.43501,Entire home/apt,621.0,4.83
38617952,Beverly Grove,34.06933,-118.37298,Private room,100.0,4.95
38623044,Torrance,33.84131,-118.37153,Entire home/apt,125.0,4.98
38642281,Avalon,33.35465,-118.33061,Entire home/apt,379.0,4.67
38670188,Malibu,34.04084,-118.64351,Entire home/apt,650.0,4.5
38190162,Alondra Park,33.89327,-118.34114,Entire home/apt,166.0,4.88
38190300,Hollywood,34.10208,-118.34803,Entire home/apt,84.0,4.95
38211142,Hollywood,34.09759,-118.35908,Entire home/apt,650.0,5.0
38673193,Bellflower,33.87336,-118.11481,Private room,72.0,5.0
38674010,Venice,33.99233,-118.47711,Entire home/apt,190.0,4.79
38675003,Venice,33.99026,-118.47213,Entire home/apt,144.0,4.95
38676160,West Adams,34.03294,-118.36772,Entire home/apt,444.0,4.94
38681323,Vermont Square,34.00157,-118.30402,Entire home/apt,106.0,4.88
38752722,Brentwood,34.055068,-118.464871,Entire home/apt,247.0,4.0
38753702,Long Beach,33.77813,-118.16516,Entire home/apt,200.0,4.94
38755743,San Gabriel,34.09936,-118.09831,Entire home/apt,133.0,4.97
38214672,Glendale,34.16478,-118.23652,Entire home/apt,298.0,4.67
38231898,La Verne,34.09047,-117.75683,Entire home/apt,251.0,4.93
38233798,Santa Monica,34.00271,-118.48252,Entire home/apt,215.0,5.0
38697540,Redondo Beach,33.82855,-118.38619,Entire home/apt,300.0,5.0
38700768,Topanga,34.086723,-118.594505,Entire home/apt,165.0,4.96
38700946,Long Beach,33.76948,-118.18591,Entire home/apt,163.0,4.81
38701772,Venice,33.99156871535767,-118.4670943874414,Entire home/apt,724.0,4.93
38701905,Santa Clarita,34.44258,-118.38095,Entire home/apt,327.0,4.85
38705886,Hawthorne,33.9,-118.33123,Entire home/apt,91.0,4.49
38758255,Valinda,34.04524,-117.92296,Private room,40.0,4.94
38780063,Mission Hills,34.27292,-118.45546,Entire home/apt,83.0,4.8
38780373,Long Beach,33.76729,-118.18847,Entire home/apt,355.0,4.81
38783712,Van Nuys,34.20644,-118.45018,Private room,111.0,5.0
38798485,West Hills,34.20297,-118.62025,Entire home/apt,97.0,4.86
39084295,Hollywood Hills,34.10942840576172,-118.33013153076172,Entire home/apt,665.0,4.98
39087839,Canoga Park,34.22439,-118.59288,Entire home/apt,66.0,4.88
39090241,Van Nuys,34.17405,-118.45503,Entire home/apt,100.0,5.0
38799666,Downtown,34.04545,-118.25743,Shared room,55.0,4.51
38804673,Inglewood,33.96381,-118.31919,Entire home/apt,107.0,4.9
38816498,Carson,33.85993,-118.27163,Private room,64.0,4.94
38816821,Hyde Park,33.98733,-118.32074,Entire home/apt,100.0,4.31
38820680,Hacienda Heights,34.00061,-117.96879,Private room,38.0,4.25
38821548,Hacienda Heights,34.00062,-117.96662,Private room,35.0,4.67
38822606,West Hollywood,34.09302,-118.34646,Private room,139.0,4.98
38906294,Hyde Park,33.99089,-118.33699,Entire home/apt,149.0,4.91
38910058,Harbor Gateway,33.90906,-118.28656,Entire home/apt,155.0,4.69
38910839,South San Jose Hills,34.00862,-117.88524,Entire home/apt,233.0,4.5
38911875,Sherman Oaks,34.1394,-118.4308,Entire home/apt,488.0,4.99
38912121,Koreatown,34.06635,-118.28837,Entire home/apt,99.0,4.91
38912592,Winnetka,34.23113,-118.57758,Private room,59.0,4.9
38925820,Inglewood,33.95072,-118.35911,Private room,90.0,4.81
39091261,Harvard Heights,34.04953,-118.30982,Private room,95.0,4.91
39093257,Hacienda Heights,34.00117,-117.96809,Private room,35.0,5.0
38927117,Hollywood,34.10105,-118.34792,Entire home/apt,79.0,4.88
38930859,Topanga,34.07287,-118.60269,Entire home/apt,876.0,5.0
38937451,Topanga,34.09297,-118.60054,Entire home/apt,126.0,4.79
38946441,Rowland Heights,33.98426,-117.9085,Entire home/apt,103.0,4.95
38948064,Gardena,33.91068,-118.32029,Entire home/apt,203.0,4.4
38954584,West Covina,34.06034,-117.92395,Private room,60.0,4.81
39109302,Santa Monica,34.00615,-118.48075,Private room,158.0,4.99
38827542,Glendale,34.15586,-118.23973,Entire home/apt,462.0,4.93
38830284,Venice,33.97971,-118.46658,Entire home/apt,450.0,4.75
38846912,Del Rey,33.994251,-118.436852,Entire home/apt,226.0,4.96
38847882,Sylmar,34.30252,-118.45565,Entire home/apt,136.0,4.52
38849351,Valley Glen,34.18437384458859,-118.413491,Entire home/apt,150.0,5.0
38850091,Canoga Park,34.1967,-118.61108,Entire home/apt,94.0,4.55
38955874,North Hollywood,34.1561,-118.37787,Entire home/apt,209.0,4.93
38956142,Chatsworth,34.24947,-118.5804,Entire home/apt,91.0,4.93
38956988,Hollywood,34.10256,-118.33228,Entire home/apt,114.0,4.0
38959447,Hollywood,34.09031,-118.32646,Private room,66.0,5.0
38959660,Hollywood Hills West,34.11084,-118.37135,Entire home/apt,411.0,4.89
38961140,Lancaster,34.706898,-118.141953,Private room,38.0,4.83
38962913,Encino,34.16851,-118.49998,Entire home/apt,242.0,4.93
38975468,Gramercy Park,33.94225,-118.31176,Entire home/apt,225.0,5.0
38976282,Torrance,33.86447,-118.34881,Entire home/apt,86.0,4.95
39111961,Hollywood,34.09591,-118.33451,Entire home/apt,157.0,4.82
39112612,Hollywood,34.09779,-118.33469,Entire home/apt,150.0,4.9
38852031,Manchester Square,33.96017,-118.3055,Entire home/apt,54.0,4.17
38875202,Del Aire,33.9232,-118.37359,Private room,133.0,5.0
38878682,El Segundo,33.91699,-118.37857,Private room,80.0,5.0
38879031,Long Beach,33.76863,-118.15836,Entire home/apt,119.0,4.73
39125854,West Adams,34.03459,-118.34086,Entire home/apt,203.0,4.93
38976610,Hawthorne,33.92704,-118.35992,Entire home/apt,109.0,4.79
38978415,Santa Clarita,34.45471,-118.5317,Private room,116.0,4.96
38983435,Rowland Heights,33.97662,-117.90249,Entire home/apt,129.0,4.61
38983523,Sun Valley,34.21906,-118.42164,Entire home/apt,551.0,4.91
38999823,Tarzana,34.16381,-118.52817,Private room,68.0,4.42
39000365,Silver Lake,34.07781,-118.27692,Entire home/apt,136.0,4.94
39002364,Pasadena,34.14185376481161,-118.13560573080404,Entire home/apt,230.0,4.94
39011132,South Pasadena,34.10985,-118.16154,Entire home/apt,107.0,4.91
38879182,Avalon,33.35553,-118.33171,Entire home/apt,623.0,5.0
38890624,Long Beach,33.76114,-118.19257,Private room,422.0,4.82
38890690,Long Beach,33.76311,-118.1926,Private room,378.0,4.82
38890778,Long Beach,33.76309,-118.19254,Private room,482.0,5.0
39018748,Pasadena,34.16422,-118.13631,Entire home/apt,134.0,4.97
39025060,Silver Lake,34.08815,-118.273,Entire home/apt,150.0,4.91
39028280,Los Feliz,34.10321,-118.2779,Entire home/apt,131.0,4.99
39029995,Santa Monica,34.00877,-118.49144,Private room,585.0,2.0
39030076,Santa Monica,34.00922,-118.49073,Private room,615.0,4.67
39133650,Westwood,34.04897,-118.44338,Private room,135.0,4.97
39136475,Mid-City,34.04161,-118.35234,Entire home/apt,424.0,4.88
39030147,Santa Monica,34.00693,-118.49008,Private room,549.0,3.6
39030205,Santa Monica,34.0071,-118.49089,Private room,493.0,4.63
39030300,Santa Monica,34.00701,-118.49131,Private room,519.0,4.67
39030336,Santa Monica,34.00886,-118.48934,Private room,463.0,5.0
39032142,Hollywood,34.10274,-118.34612,Entire home/apt,110.0,5.0
39032565,Long Beach,33.78612,-118.19114,Entire home/apt,145.0,4.84
38890851,Long Beach,33.76136,-118.19243,Private room,322.0,4.94
38898027,Beverly Grove,34.06837,-118.3681,Entire home/apt,1500.0,4.3
38901190,Hollywood,34.10273,-118.34812,Entire home/apt,86.0,4.8
38902329,Beverly Crest,34.11964,-118.42623,Entire home/apt,1695.0,4.89
38905402,Glendale,34.13999,-118.26099,Entire home/apt,135.0,4.95
39225898,Lakewood,33.83245,-118.08828,Private room,116.0,4.26
39137158,Valinda,34.04339,-117.93743,Entire home/apt,207.0,4.96
39137909,Hollywood Hills,34.10705,-118.33872,Entire home/apt,410.0,4.99
39059721,Glendale,34.14688,-118.24212,Entire home/apt,149.0,4.74
39060403,Long Beach,33.76481,-118.18032,Entire home/apt,75.0,5.0
39061043,Hollywood,34.1044,-118.33191,Entire home/apt,850.0,4.91
39062944,Brentwood,34.04734,-118.46629,Entire home/apt,98.0,4.92
39063584,Lancaster,34.68565,-118.12205,Entire home/apt,86.0,4.88
39081964,Sherman Oaks,34.13549,-118.43311,Entire home/apt,727.0,4.65
39364216,Hollywood,34.09681,-118.34769,Entire home/apt,446.0,3.8
39176845,Exposition Park,34.0197,-118.29778,Entire home/apt,80.0,4.95
39178296,Culver City,34.01814,-118.39316,Entire home/apt,118.0,4.63
39191606,Northridge,34.25183,-118.55078,Entire home/apt,1198.0,4.97
39229160,South Pasadena,34.10725,-118.17215,Private room,142.0,4.89
39234414,Burbank,34.18797,-118.28926,Entire home/apt,123.0,4.99
39251646,Santa Monica,34.02204,-118.48767,Entire home/apt,175.0,4.94
39251726,Mar Vista,34.00018,-118.44348,Entire home/apt,203.0,4.98
39195164,Long Beach,33.77146,-118.159,Entire home/apt,193.0,4.88
39197637,West Hollywood,34.08812,-118.3562,Entire home/apt,123.0,4.69
39258918,West Los Angeles,34.03831,-118.43353,Private room,45.0,5.0
39258926,West Los Angeles,34.03938,-118.43362,Private room,45.0,5.0
39260312,Hollywood,34.09421,-118.3393,Entire home/apt,89.0,4.58
39269458,Sherman Oaks,34.17059,-118.46499,Entire home/apt,125.0,4.91
39270905,Venice,33.97147,-118.45745,Entire home/apt,185.0,4.98
39275478,West Los Angeles,34.03979,-118.43304,Private room,52.0,3.5
39368430,Torrance,33.80667,-118.38315,Private room,150.0,5.0
39368560,Malibu,34.03844,-118.67346,Entire home/apt,161.0,5.0
39370733,Northridge,34.2213,-118.51864,Private room,62.0,5.0
39372098,Azusa,34.12991,-117.90876,Entire home/apt,86.0,4.74
39376888,Chatsworth,34.23788,-118.63909,Entire home/apt,100.0,4.87
39377114,Gramercy Park,33.94913,-118.31041,Entire home/apt,135.0,4.83
39387131,Inglewood,33.95619,-118.35979,Entire home/apt,125.0,4.86
39200477,Pasadena,34.15814,-118.15884,Private room,46.0,4.8
39201332,Pasadena,34.15798,-118.15876,Private room,62.0,4.72
39201521,Pasadena,34.15776,-118.15921,Private room,54.0,4.81
39202237,Westwood,34.0692144,-118.45069539999996,Entire home/apt,184.0,5.0
39281265,Irwindale,34.13136,-117.95076,Private room,55.0,4.79
39281285,Malibu,34.03961,-118.67117,Entire home/apt,225.0,4.89
39281651,Inglewood,33.97711,-118.3481,Entire home/apt,96.0,4.59
39281870,North Hollywood,34.18869,-118.39661,Entire home/apt,183.0,4.71
39282048,Woodland Hills,34.17062,-118.61298,Entire home/apt,59.0,4.77
39283149,Echo Park,34.07209014892578,-118.24846649169922,Entire home/apt,189.0,4.84
39296128,Echo Park,34.08079,-118.26532,Entire home/apt,150.0,4.75
39296423,Chatsworth,34.26982,-118.57409,Private room,229.0,5.0
39390472,Baldwin Hills/Crenshaw,34.00949,-118.34895,Entire home/apt,112.0,4.27
39391229,Hollywood Hills West,34.10857,-118.38725,Entire home/apt,154.0,4.97
39393852,Mid-Wilshire,34.063952,-118.351309,Entire home/apt,216.0,4.5
39415460,Monrovia,34.14291380877473,-118.00624653267096,Entire home/apt,142.0,4.95
39415852,San Gabriel,34.1048,-118.08539,Entire home/apt,252.0,4.96
39418682,Beverly Grove,34.06493,-118.36672,Private room,55.0,5.0
39418751,Harvard Heights,34.0499,-118.30362,Private room,72.0,4.87
39419559,Vermont Vista,33.9258742235402,-118.28968131189346,Entire home/apt,223.0,4.97
39202933,East Los Angeles,34.04908,-118.18108,Entire home/apt,148.0,4.89
39203399,Glendora,34.14527,-117.88942,Private room,62.0,4.91
39204778,Duarte,34.13809,-117.98429,Private room,84.0,4.92
39204885,Santa Monica,34.0049,-118.47179,Private room,115.0,4.95
39205794,Del Aire,33.92463,-118.37188,Private room,128.0,5.0
39206916,Claremont,34.09556,-117.7229,Entire home/apt,219.0,4.8
39223595,Woodland Hills,34.15536,-118.61224,Entire home/apt,93.0,5.0
39419601,Santa Monica,34.02467,-118.51169,Entire home/apt,250.0,4.82
39421331,Topanga,34.07786,-118.60448,Entire home/apt,130.0,4.86
39422704,East Hollywood,34.07892,-118.30028,Private room,100.0,5.0
39426399,Venice,33.98995,-118.4538,Entire home/apt,258.0,4.95
39434588,Altadena,34.20453,-118.15038,Entire home/apt,389.0,4.88
39438383,Tarzana,34.17839,-118.53556,Entire home/apt,450.0,5.0
39297010,Chatsworth,34.27164,-118.57382,Private room,239.0,5.0
39300035,Mid-City,34.03776,-118.34643,Entire home/apt,122.0,4.94
39300364,Larchmont,34.08167,-118.31549,Entire home/apt,182.0,4.89
39301021,Hollywood,34.08847,-118.33172,Entire home/apt,70.0,4.83
39301295,Mid-City,34.03893,-118.37946,Entire home/apt,99.0,5.0
39303200,Pasadena,34.16215,-118.11742,Entire home/apt,125.0,4.76
39223981,Central-Alameda,34.00168,-118.25226,Private room,67.0,5.0
39557682,Hollywood Hills West,34.10627,-118.37358,Private room,80.0,4.44
39559495,Beverly Grove,34.07206,-118.38296,Entire home/apt,232.0,4.31
39560534,Downtown,34.04843,-118.25218,Entire home/apt,125.0,4.94
39444021,Artesia,33.86314,-118.0753,Private room,60.0,4.18
39446743,Sun Valley,34.20966,-118.37936,Entire home/apt,155.0,4.84
39447473,Avalon,33.3386,-118.32699,Entire home/apt,353.0,4.63
39447820,Claremont,34.12718,-117.74411,Entire home/apt,103.0,4.83
39450110,Inglewood,33.94658,-118.31798,Entire home/apt,333.0,4.75
39451668,Pico-Union,34.0512,-118.29677,Private room,46.0,4.0
39453921,Hollywood,34.09043,-118.32636,Private room,95.0,5.0
39461553,Glendale,34.14015,-118.26086,Entire home/apt,85.0,4.5
39305322,Chatsworth,34.25594,-118.56491,Private room,89.0,4.84
39305344,West Hollywood,34.09264188250415,-118.34917593726634,Entire home/apt,137.0,4.62
39310458,Long Beach,33.78548,-118.17853,Entire home/apt,148.0,4.65
39316802,Harvard Heights,34.04988,-118.31088,Private room,95.0,4.92
39317082,Santa Clarita,34.42229,-118.47074,Entire home/apt,252.0,4.83
39319114,Unincorporated Santa Monica Mountains,34.07482,-118.62265,Entire home/apt,89.0,4.92
39579107,Lynwood,33.93071,-118.21276,Private room,90.0,4.38
39587365,Westchester,33.96164,-118.39042,Entire home/apt,153.0,4.81
39342264,Burbank,34.20096,-118.3079,Private room,102.0,4.95
39346461,Venice,33.98804,-118.47541,Entire home/apt,67.0,4.73
39358627,Silver Lake,34.09253,-118.28338,Private room,310.0,5.0
39587755,Diamond Bar,34.02228,-117.79511,Private room,343.0,4.88
39599449,View Park-Windsor Hills,33.98989,-118.3425,Entire home/apt,87.0,4.58
39606982,Long Beach,33.80776,-118.19554,Entire home/apt,101.0,4.96
39466648,Culver City,33.99537,-118.38592,Private room,69.0,4.96
39469725,Artesia,33.8685,-118.07398,Private room,85.0,4.76
39471761,Del Aire,33.92186,-118.36916,Entire home/apt,138.0,4.94
39483787,Chesterfield Square,33.97948,-118.31122,Entire home/apt,192.0,4.04
39484998,Hollywood Hills West,34.10445,-118.34808,Entire home/apt,114.0,4.78
39485953,Van Nuys,34.17414,-118.45117,Entire home/apt,82.0,5.0
39486994,Pacific Palisades,34.02958,-118.51593,Entire home/apt,325.0,5.0
39359401,Silver Lake,34.0928,-118.28363,Private room,275.0,4.67
39362663,Encino,34.14844,-118.52057,Entire home/apt,136.0,4.84
39362820,Hollywood,34.09789,-118.34954,Entire home/apt,446.0,4.8
39730155,Mid-Wilshire,34.05925,-118.34432,Entire home/apt,148.0,4.94
39731609,Woodland Hills,34.16983,-118.60083,Private room,93.0,5.0
39732436,Hollywood,34.10434,-118.33523,Entire home/apt,123.0,4.91
39733061,Long Beach,33.85685,-118.19277,Private room,70.0,4.88
39607590,Hollywood Hills,34.10549,-118.32244,Entire home/apt,126.0,4.86
39611423,Sherman Oaks,34.16122,-118.43133,Private room,65.0,4.92
39611991,Mid-City,34.05232,-118.37447,Entire home/apt,210.0,5.0
39490010,Lomita,33.79079,-118.31953,Entire home/apt,79.0,4.89
39508325,Inglewood,33.950618175276574,-118.32038204110351,Entire home/apt,106.0,4.83
39509178,Hawthorne,33.92147,-118.35745,Entire home/apt,95.0,4.89
39509960,Culver City,34.01721,-118.39352,Entire home/apt,185.0,4.77
39524055,Valley Glen,34.1806,-118.40077,Entire home/apt,549.0,5.0
39530394,Hollywood Hills West,34.11806,-118.37233,Entire home/apt,888.0,4.91
39612476,San Pedro,33.74863,-118.30397,Private room,38.0,5.0
39532715,Hollywood,34.102393,-118.338387,Entire home/apt,170.0,5.0
39532762,Hollywood,34.102393,-118.338387,Entire home/apt,167.0,5.0
39532781,Hollywood,34.10239,-118.33839,Entire home/apt,211.0,5.0
39533257,Hollywood,34.102393,-118.338387,Entire home/apt,221.0,5.0
39745067,Venice,33.9806217,-118.4660405,Entire home/apt,395.0,4.81
39749501,Hermosa Beach,33.86405,-118.39606,Entire home/apt,150.0,4.88
39750727,West Hills,34.18819,-118.63525,Private room,62.0,4.22
39751637,Alhambra,34.09689,-118.13627,Entire home/apt,182.0,4.65
39754643,Granada Hills,34.30276,-118.50591,Entire home/apt,591.0,5.0
39754743,Hollywood Hills,34.10882,-118.33021,Entire home/apt,170.0,4.36
39755984,Echo Park,34.07066,-118.25237,Entire home/apt,105.0,4.94
39612880,Glendale,34.13766,-118.23168,Entire home/apt,97.0,4.97
39614803,Culver City,34.00301,-118.40889,Entire home/apt,98.0,4.79
39619176,View Park-Windsor Hills,33.99371,-118.34993,Entire home/apt,255.0,4.89
39625708,Venice,33.99061,-118.46977,Entire home/apt,900.0,5.0
39759069,Valinda,34.04714,-117.94374,Entire home/apt,52.0,4.83
39768704,Inglewood,33.96435,-118.34508,Entire home/apt,399.0,4.97
39771085,Mar Vista,33.99538,-118.44182,Entire home/apt,163.0,4.83
39771561,Mar Vista,34.00443,-118.44888,Entire home/apt,122.0,4.69
39772008,Mar Vista,34.00618,-118.44882,Entire home/apt,133.0,4.82
39775914,Venice,34.00275,-118.4666,Entire home/apt,539.0,4.87
39777765,Tarzana,34.17619,-118.54625,Entire home/apt,473.0,4.63
39539049,Topanga,34.07908,-118.60076,Entire home/apt,326.0,4.86
39542232,Hollywood Hills,34.10936,-118.3278,Entire home/apt,1125.0,4.99
39556513,Bel-Air,34.08098,-118.45394,Entire home/apt,2727.0,4.91
39894311,Venice,33.9966,-118.46494,Entire home/apt,261.0,4.19
39896419,Encino,34.18498,-118.52631,Entire home/apt,86.0,5.0
39898725,Ladera Heights,33.99129,-118.37486,Private room,113.0,5.0
39898791,Hawthorne,33.9174,-118.33745,Private room,70.0,4.9
39628952,Beverly Hills,34.06555,-118.39518,Entire home/apt,90.0,4.56
39629207,Beverly Grove,34.07418,-118.38233,Entire home/apt,330.0,4.39
39898947,Silver Lake,34.09571,-118.25857,Entire home/apt,423.0,4.87
39900748,East Los Angeles,34.05461502075195,-118.18195343017578,Entire home/apt,77.0,4.87
39923432,Boyle Heights,34.05354,-118.19744,Entire home/apt,74.0,4.81
39924618,Lake Balboa,34.20859,-118.51733,Entire home/apt,492.0,5.0
39924639,West Los Angeles,34.04783,-118.43375,Entire home/apt,105.0,5.0
39629517,Sherman Oaks,34.16488,-118.42269,Entire home/apt,88.0,5.0
39778750,Mid-Wilshire,34.05448,-118.34596,Private room,82.0,5.0
39782658,Lake Balboa,34.20668,-118.5159,Entire home/apt,525.0,5.0
39784132,Inglewood,33.9666,-118.34487,Entire home/apt,118.0,4.8
39796551,Downey,33.94827,-118.12019,Private room,60.0,4.61
39796927,Winnetka,34.20069,-118.58611,Private room,68.0,4.87
39798099,Monrovia,34.13614,-118.01448,Entire home/apt,136.0,4.89
39800866,Pacific Palisades,34.03091,-118.51435,Entire home/apt,483.0,4.92
39801597,Boyle Heights,34.03295,-118.20188,Private room,37.0,4.64
39630946,Palms,34.02782,-118.39581,Entire home/apt,120.0,4.78
39631389,Palms,34.02903,-118.39785,Entire home/apt,79.0,4.5
39633554,Venice,33.97925,-118.46572,Entire home/apt,377.0,4.58
39637554,Redondo Beach,33.83193,-118.38358,Private room,128.0,4.81
39802973,Carthay,34.05609,-118.37083,Entire home/apt,100.0,5.0
39816773,West Los Angeles,34.04972,-118.43404,Entire home/apt,120.0,4.78
